Passenger ID,Longest Run
9700,12
9752,12
9997,12
10004,12
10085,12
10196,12
10229,12
10446,12
10454,12
10478,12
11166,12
11450,12
11957,12
9665,12
47,11
61,11
117,11
119,11
147,11
230,11
239,11
249,11
266,11
271,11
298,11
358,11
360,11
383,11
461,11
469,11
477,11
528,11
574,11
578,11
601,11
618,11
624,11
627,11
628,11
660,11
682,11
683,11
694,11
773,11
816,11
826,11
857,11
867,11
877,11
878,11
889,11
930,11
936,11
942,11
947,11
953,11
960,11
993,11
994,11
996,11
1008,11
1020,11
1057,11
1097,11
1183,11
1202,11
1208,11
1225,11
1229,11
1303,11
1321,11
1325,11
1342,11
1417,11
1423,11
1432,11
1449,11
1452,11
1456,11
1465,11
1476,11
1493,11
1505,11
1511,11
1521,11
1539,11
1586,11
1591,11
1643,11
1662,11
1666,11
1692,11
1693,11
1696,11
1728,11
1752,11
1753,11
1774,11
1779,11
1783,11
1822,11
1849,11
1865,11
1886,11
1903,11
1950,11
1992,11
2026,11
2088,11
2097,11
2119,11
2160,11
2177,11
2204,11
2212,11
2243,11
2274,11
2292,11
2306,11
2401,11
2423,11
2457,11
2458,11
2465,11
2468,11
2479,11
2529,11
2536,11
2560,11
2561,11
2563,11
2565,11
2571,11
2573,11
2600,11
2610,11
2665,11
2683,11
2720,11
2754,11
2758,11
2802,11
2816,11
2844,11
2868,11
2960,11
2993,11
3012,11
3059,11
3064,11
3065,11
3077,11
3090,11
3106,11
3123,11
3149,11
3193,11
3220,11
3230,11
3238,11
3260,11
3286,11
3298,11
3299,11
3303,11
3311,11
3317,11
3361,11
3367,11
3368,11
3380,11
3385,11
3420,11
3442,11
3463,11
3483,11
3492,11
3493,11
3503,11
3529,11
3600,11
3609,11
3622,11
3637,11
3642,11
3662,11
3677,11
3690,11
3759,11
3820,11
3839,11
3851,11
3855,11
3861,11
3876,11
3907,11
3934,11
3977,11
3998,11
4013,11
4025,11
4042,11
4054,11
4056,11
4072,11
4090,11
4170,11
4182,11
4184,11
4226,11
4237,11
4253,11
4255,11
4280,11
4285,11
4294,11
4307,11
4315,11
4316,11
4330,11
4336,11
4366,11
4444,11
4450,11
4496,11
4497,11
4523,11
4543,11
4551,11
4609,11
4627,11
4646,11
4650,11
4656,11
4675,11
4682,11
4687,11
4717,11
4791,11
4798,11
4814,11
4846,11
4897,11
4904,11
4919,11
4927,11
4945,11
4967,11
4969,11
4988,11
5101,11
5246,11
5303,11
5325,11
5390,11
5418,11
5420,11
5422,11
5435,11
5451,11
5464,11
5477,11
5481,11
5503,11
5510,11
5546,11
5592,11
5596,11
5613,11
5738,11
5741,11
5757,11
5777,11
5789,11
5796,11
5850,11
5869,11
5905,11
5917,11
5944,11
5955,11
6003,11
6019,11
6032,11
6036,11
6064,11
6089,11
6208,11
6326,11
6352,11
6369,11
6372,11
6523,11
6585,11
6622,11
6652,11
6707,11
6733,11
6807,11
6858,11
6874,11
6878,11
6881,11
6903,11
7068,11
7120,11
7185,11
7243,11
7319,11
7321,11
7327,11
7350,11
7507,11
7515,11
7549,11
7582,11
7656,11
7679,11
7706,11
7711,11
7727,11
7770,11
7799,11
7832,11
7850,11
7890,11
7902,11
8025,11
8084,11
8093,11
8137,11
8158,11
8180,11
8270,11
8355,11
8358,11
8390,11
8398,11
8501,11
8539,11
8579,11
8729,11
9000,11
9017,11
9030,11
9057,11
9063,11
9068,11
9114,11
9280,11
9351,11
9386,11
9400,11
9466,11
9516,11
9522,11
9623,11
9649,11
9659,11
9661,11
9696,11
9828,11
9951,11
9956,11
9991,11
10015,11
10046,11
10067,11
10227,11
10541,11
10757,11
10758,11
10799,11
10937,11
11011,11
11041,11
11137,11
11296,11
11353,11
11513,11
11548,11
11896,11
12323,11
6580,11
11767,11
79,10
80,10
86,10
130,10
141,10
148,10
157,10
167,10
170,10
184,10
202,10
226,10
247,10
254,10
255,10
272,10
275,10
283,10
293,10
316,10
332,10
352,10
382,10
411,10
415,10
429,10
431,10
439,10
455,10
486,10
517,10
524,10
534,10
546,10
554,10
565,10
585,10
592,10
625,10
633,10
675,10
681,10
687,10
701,10
738,10
752,10
758,10
760,10
794,10
802,10
841,10
853,10
864,10
866,10
874,10
891,10
896,10
910,10
915,10
919,10
949,10
998,10
1002,10
1030,10
1034,10
1052,10
1053,10
1070,10
1106,10
1112,10
1138,10
1151,10
1160,10
1173,10
1186,10
1214,10
1253,10
1257,10
1266,10
1289,10
1300,10
1308,10
1311,10
1320,10
1322,10
1326,10
1330,10
1332,10
1352,10
1368,10
1369,10
1376,10
1378,10
1391,10
1399,10
1404,10
1419,10
1436,10
1437,10
1447,10
1470,10
1525,10
1528,10
1531,10
1532,10
1548,10
1554,10
1555,10
1563,10
1573,10
1611,10
1616,10
1624,10
1627,10
1631,10
1635,10
1652,10
1654,10
1656,10
1670,10
1700,10
1715,10
1789,10
1794,10
1796,10
1808,10
1819,10
1827,10
1829,10
1837,10
1842,10
1850,10
1884,10
1954,10
1966,10
1975,10
1982,10
2032,10
2033,10
2079,10
2109,10
2123,10
2125,10
2127,10
2153,10
2158,10
2173,10
2180,10
2181,10
2184,10
2185,10
2216,10
2294,10
2346,10
2358,10
2400,10
2459,10
2498,10
2516,10
2527,10
2530,10
2534,10
2545,10
2546,10
2554,10
2556,10
2559,10
2569,10
2581,10
2586,10
2625,10
2642,10
2651,10
2693,10
2701,10
2713,10
2732,10
2759,10
2766,10
2767,10
2783,10
2786,10
2793,10
2841,10
2905,10
2926,10
2935,10
2959,10
2974,10
2975,10
3005,10
3021,10
3041,10
3049,10
3052,10
3101,10
3104,10
3112,10
3119,10
3120,10
3163,10
3176,10
3177,10
3184,10
3186,10
3209,10
3233,10
3300,10
3312,10
3465,10
3466,10
3471,10
3477,10
3490,10
3512,10
3518,10
3547,10
3549,10
3551,10
3565,10
3572,10
3573,10
3587,10
3612,10
3615,10
3618,10
3631,10
3635,10
3650,10
3657,10
3689,10
3707,10
3760,10
3777,10
3784,10
3807,10
3887,10
3888,10
3889,10
3894,10
3903,10
3912,10
3919,10
3921,10
3928,10
3930,10
3931,10
3940,10
3942,10
3970,10
3992,10
3995,10
4004,10
4008,10
4010,10
4017,10
4035,10
4037,10
4052,10
4059,10
4063,10
4066,10
4075,10
4083,10
4089,10
4125,10
4165,10
4177,10
4179,10
4202,10
4212,10
4235,10
4241,10
4268,10
4275,10
4288,10
4292,10
4341,10
4346,10
4363,10
4364,10
4373,10
4388,10
4389,10
4393,10
4398,10
4404,10
4420,10
4440,10
4449,10
4459,10
4460,10
4483,10
4484,10
4514,10
4516,10
4529,10
4562,10
4564,10
4593,10
4613,10
4614,10
4659,10
4663,10
4665,10
4670,10
4673,10
4674,10
4695,10
4696,10
4713,10
4722,10
4728,10
4744,10
4746,10
4811,10
4856,10
4862,10
4896,10
4899,10
4933,10
4946,10
4957,10
5007,10
5021,10
5022,10
5027,10
5042,10
5046,10
5084,10
5095,10
5166,10
5204,10
5212,10
5260,10
5356,10
5361,10
5368,10
5383,10
5393,10
5401,10
5404,10
5410,10
5411,10
5419,10
5434,10
5438,10
5446,10
5450,10
5456,10
5459,10
5482,10
5509,10
5553,10
5584,10
5606,10
5644,10
5661,10
5733,10
5746,10
5747,10
5767,10
5779,10
5795,10
5799,10
5800,10
5803,10
5812,10
5815,10
5842,10
5867,10
5920,10
5925,10
5943,10
5978,10
5984,10
6061,10
6088,10
6099,10
6111,10
6141,10
6159,10
6261,10
6294,10
6357,10
6418,10
6437,10
6468,10
6475,10
6507,10
6512,10
6535,10
6541,10
6725,10
6731,10
6743,10
6759,10
6764,10
6809,10
6810,10
6819,10
6843,10
6860,10
6864,10
6978,10
7020,10
7039,10
7148,10
7163,10
7191,10
7192,10
7195,10
7200,10
7307,10
7318,10
7379,10
7451,10
7477,10
7511,10
7532,10
7544,10
7551,10
7593,10
7601,10
7602,10
7603,10
7605,10
7616,10
7620,10
7638,10
7668,10
7671,10
7713,10
7724,10
7756,10
7774,10
7777,10
7827,10
7862,10
7868,10
7870,10
7872,10
7874,10
7883,10
7898,10
7951,10
8010,10
8050,10
8089,10
8101,10
8102,10
8117,10
8149,10
8196,10
8223,10
8229,10
8238,10
8262,10
8288,10
8289,10
8290,10
8295,10
8297,10
8350,10
8386,10
8387,10
8427,10
8450,10
8463,10
8542,10
8548,10
8556,10
8590,10
8596,10
8621,10
8664,10
8671,10
8751,10
8754,10
8826,10
8833,10
8904,10
8920,10
8965,10
8979,10
8994,10
8995,10
9026,10
9031,10
9049,10
9059,10
9066,10
9127,10
9256,10
9259,10
9294,10
9309,10
9321,10
9355,10
9356,10
9366,10
9376,10
9385,10
9476,10
9601,10
9610,10
9634,10
9742,10
9744,10
9816,10
9822,10
9834,10
9867,10
9875,10
9906,10
9954,10
9992,10
10024,10
10083,10
10212,10
10357,10
10377,10
10398,10
10407,10
10435,10
10458,10
10465,10
10496,10
10525,10
10576,10
10613,10
10616,10
10722,10
10728,10
10740,10
10753,10
10760,10
10778,10
10784,10
10908,10
11026,10
11046,10
11050,10
11066,10
11073,10
11074,10
11095,10
11136,10
11142,10
11175,10
11180,10
11273,10
11276,10
11282,10
11300,10
11324,10
11332,10
11359,10
11416,10
11472,10
11478,10
11528,10
12144,10
12358,10
12371,10
13221,10
6242,10
7809,10
10479,10
17,9
23,9
43,9
58,9
83,9
95,9
109,9
121,9
129,9
154,9
165,9
172,9
173,9
203,9
204,9
205,9
207,9
232,9
234,9
242,9
245,9
256,9
258,9
300,9
320,9
351,9
369,9
374,9
375,9
378,9
394,9
419,9
421,9
448,9
467,9
481,9
482,9
484,9
490,9
497,9
505,9
511,9
570,9
588,9
594,9
602,9
607,9
620,9
648,9
663,9
670,9
680,9
692,9
695,9
696,9
697,9
698,9
700,9
712,9
718,9
724,9
732,9
735,9
739,9
746,9
756,9
757,9
779,9
782,9
795,9
805,9
812,9
814,9
822,9
827,9
831,9
839,9
852,9
854,9
855,9
856,9
876,9
901,9
917,9
918,9
932,9
933,9
937,9
951,9
966,9
1001,9
1013,9
1055,9
1058,9
1078,9
1080,9
1082,9
1083,9
1085,9
1096,9
1126,9
1128,9
1152,9
1177,9
1181,9
1191,9
1204,9
1209,9
1211,9
1232,9
1268,9
1269,9
1273,9
1283,9
1287,9
1293,9
1317,9
1323,9
1359,9
1381,9
1383,9
1388,9
1389,9
1403,9
1420,9
1428,9
1438,9
1451,9
1466,9
1475,9
1487,9
1490,9
1499,9
1504,9
1507,9
1544,9
1558,9
1568,9
1587,9
1592,9
1609,9
1617,9
1622,9
1626,9
1638,9
1682,9
1723,9
1742,9
1770,9
1790,9
1817,9
1825,9
1831,9
1833,9
1836,9
1844,9
1863,9
1900,9
1927,9
1930,9
1933,9
1956,9
1961,9
1977,9
1994,9
2002,9
2012,9
2031,9
2036,9
2046,9
2054,9
2064,9
2101,9
2105,9
2106,9
2108,9
2128,9
2134,9
2136,9
2145,9
2146,9
2175,9
2176,9
2190,9
2199,9
2206,9
2223,9
2244,9
2279,9
2322,9
2323,9
2326,9
2333,9
2336,9
2345,9
2379,9
2387,9
2441,9
2443,9
2450,9
2463,9
2487,9
2495,9
2497,9
2505,9
2521,9
2528,9
2548,9
2567,9
2570,9
2575,9
2576,9
2588,9
2592,9
2613,9
2614,9
2620,9
2631,9
2662,9
2666,9
2676,9
2681,9
2710,9
2712,9
2725,9
2743,9
2745,9
2752,9
2760,9
2769,9
2780,9
2781,9
2790,9
2795,9
2811,9
2825,9
2862,9
2870,9
2879,9
2887,9
2906,9
2965,9
2987,9
2988,9
3016,9
3019,9
3024,9
3028,9
3046,9
3105,9
3109,9
3122,9
3145,9
3147,9
3151,9
3157,9
3174,9
3188,9
3206,9
3208,9
3216,9
3223,9
3246,9
3253,9
3293,9
3295,9
3301,9
3302,9
3316,9
3322,9
3348,9
3353,9
3357,9
3402,9
3403,9
3418,9
3421,9
3424,9
3431,9
3451,9
3486,9
3546,9
3553,9
3597,9
3624,9
3626,9
3634,9
3636,9
3653,9
3672,9
3680,9
3688,9
3694,9
3713,9
3720,9
3737,9
3754,9
3755,9
3867,9
3901,9
3923,9
3935,9
3948,9
3950,9
3979,9
4002,9
4011,9
4023,9
4044,9
4047,9
4058,9
4087,9
4088,9
4112,9
4113,9
4130,9
4148,9
4153,9
4161,9
4168,9
4171,9
4194,9
4199,9
4203,9
4213,9
4215,9
4227,9
4234,9
4260,9
4270,9
4272,9
4278,9
4313,9
4322,9
4331,9
4338,9
4344,9
4362,9
4370,9
4384,9
4387,9
4402,9
4421,9
4454,9
4494,9
4526,9
4550,9
4563,9
4565,9
4576,9
4580,9
4603,9
4620,9
4623,9
4634,9
4651,9
4655,9
4672,9
4690,9
4765,9
4872,9
4895,9
4916,9
4930,9
4932,9
4941,9
4953,9
4981,9
5005,9
5054,9
5058,9
5069,9
5072,9
5082,9
5093,9
5111,9
5118,9
5161,9
5175,9
5201,9
5231,9
5233,9
5238,9
5240,9
5275,9
5328,9
5342,9
5352,9
5354,9
5372,9
5376,9
5406,9
5409,9
5426,9
5430,9
5431,9
5436,9
5448,9
5457,9
5465,9
5471,9
5478,9
5483,9
5489,9
5508,9
5513,9
5522,9
5549,9
5564,9
5572,9
5594,9
5605,9
5623,9
5630,9
5634,9
5635,9
5669,9
5681,9
5683,9
5690,9
5693,9
5696,9
5721,9
5723,9
5725,9
5742,9
5744,9
5759,9
5765,9
5771,9
5792,9
5797,9
5841,9
5886,9
5894,9
5910,9
5912,9
5919,9
5923,9
5941,9
5956,9
5963,9
5966,9
5989,9
5990,9
5991,9
5995,9
5996,9
6006,9
6010,9
6011,9
6033,9
6043,9
6056,9
6069,9
6070,9
6071,9
6086,9
6112,9
6121,9
6138,9
6181,9
6205,9
6235,9
6251,9
6256,9
6308,9
6323,9
6347,9
6368,9
6380,9
6385,9
6388,9
6414,9
6431,9
6444,9
6453,9
6459,9
6465,9
6471,9
6478,9
6503,9
6515,9
6529,9
6560,9
6571,9
6737,9
6750,9
6752,9
6800,9
6813,9
6815,9
6816,9
6827,9
6832,9
6833,9
6855,9
6865,9
6870,9
6896,9
6898,9
6899,9
6915,9
6932,9
6936,9
6956,9
6960,9
6985,9
6986,9
6994,9
7007,9
7060,9
7064,9
7111,9
7122,9
7138,9
7166,9
7180,9
7398,9
7417,9
7509,9
7510,9
7520,9
7538,9
7556,9
7559,9
7560,9
7563,9
7595,9
7629,9
7635,9
7645,9
7653,9
7667,9
7703,9
7710,9
7712,9
7718,9
7721,9
7725,9
7733,9
7742,9
7753,9
7768,9
7772,9
7813,9
7814,9
7822,9
7831,9
7842,9
7859,9
7864,9
7986,9
8013,9
8015,9
8037,9
8076,9
8146,9
8169,9
8189,9
8190,9
8202,9
8233,9
8234,9
8246,9
8252,9
8257,9
8261,9
8268,9
8276,9
8294,9
8327,9
8349,9
8351,9
8365,9
8368,9
8373,9
8399,9
8446,9
8465,9
8474,9
8515,9
8517,9
8553,9
8557,9
8584,9
8589,9
8614,9
8645,9
8698,9
8714,9
8736,9
8782,9
8822,9
8823,9
8851,9
8885,9
8909,9
8912,9
8927,9
8958,9
9050,9
9052,9
9064,9
9083,9
9095,9
9097,9
9157,9
9179,9
9217,9
9247,9
9271,9
9305,9
9364,9
9383,9
9394,9
9433,9
9465,9
9472,9
9493,9
9505,9
9524,9
9539,9
9619,9
9653,9
9660,9
9707,9
9712,9
9721,9
9746,9
9791,9
9833,9
9858,9
9874,9
9964,9
9969,9
9973,9
9978,9
9980,9
9988,9
9989,9
9994,9
10010,9
10016,9
10017,9
10023,9
10033,9
10086,9
10104,9
10179,9
10235,9
10267,9
10306,9
10354,9
10394,9
10401,9
10424,9
10431,9
10432,9
10439,9
10442,9
10447,9
10449,9
10452,9
10455,9
10460,9
10467,9
10476,9
10484,9
10486,9
10492,9
10509,9
10523,9
10573,9
10620,9
10684,9
10705,9
10716,9
10767,9
10798,9
10837,9
10858,9
10899,9
10945,9
10963,9
10975,9
11014,9
11035,9
11063,9
11099,9
11126,9
11192,9
11208,9
11211,9
11214,9
11225,9
11280,9
11396,9
11559,9
11594,9
11600,9
11812,9
11823,9
11917,9
11954,9
12088,9
12146,9
12204,9
12210,9
12298,9
12486,9
12497,9
12551,9
12582,9
12600,9
13215,9
13620,9
13669,9
13781,9
13819,9
6778,9
7903,9
9495,9
9600,9
22,8
45,8
98,8
103,8
110,8
111,8
132,8
163,8
174,8
186,8
191,8
195,8
212,8
218,8
231,8
233,8
238,8
243,8
246,8
259,8
285,8
292,8
296,8
299,8
312,8
319,8
324,8
331,8
334,8
337,8
343,8
365,8
370,8
400,8
418,8
430,8
438,8
449,8
452,8
453,8
465,8
468,8
471,8
489,8
501,8
507,8
512,8
515,8
521,8
544,8
557,8
558,8
562,8
568,8
580,8
582,8
629,8
632,8
636,8
657,8
659,8
666,8
669,8
679,8
689,8
716,8
719,8
726,8
727,8
740,8
741,8
745,8
749,8
755,8
768,8
783,8
796,8
803,8
811,8
815,8
828,8
829,8
843,8
846,8
848,8
865,8
870,8
875,8
882,8
885,8
894,8
899,8
911,8
952,8
959,8
969,8
970,8
989,8
997,8
1016,8
1028,8
1050,8
1066,8
1075,8
1079,8
1086,8
1089,8
1099,8
1102,8
1115,8
1145,8
1146,8
1149,8
1154,8
1162,8
1163,8
1167,8
1169,8
1182,8
1189,8
1205,8
1244,8
1247,8
1291,8
1294,8
1310,8
1335,8
1340,8
1351,8
1357,8
1363,8
1370,8
1401,8
1405,8
1406,8
1434,8
1445,8
1446,8
1461,8
1467,8
1474,8
1479,8
1489,8
1500,8
1540,8
1566,8
1572,8
1575,8
1597,8
1599,8
1612,8
1628,8
1639,8
1641,8
1649,8
1658,8
1664,8
1697,8
1699,8
1701,8
1703,8
1712,8
1726,8
1737,8
1759,8
1766,8
1791,8
1812,8
1816,8
1823,8
1824,8
1858,8
1860,8
1867,8
1868,8
1883,8
1889,8
1898,8
1904,8
1908,8
1914,8
1940,8
1942,8
1947,8
1960,8
1967,8
1974,8
1987,8
1993,8
2000,8
2004,8
2053,8
2082,8
2130,8
2155,8
2171,8
2174,8
2183,8
2186,8
2187,8
2192,8
2214,8
2221,8
2241,8
2258,8
2269,8
2276,8
2285,8
2290,8
2319,8
2329,8
2391,8
2392,8
2415,8
2427,8
2444,8
2453,8
2462,8
2467,8
2484,8
2489,8
2490,8
2492,8
2502,8
2512,8
2515,8
2519,8
2522,8
2524,8
2526,8
2539,8
2568,8
2580,8
2599,8
2619,8
2655,8
2660,8
2667,8
2669,8
2674,8
2686,8
2692,8
2699,8
2727,8
2740,8
2746,8
2761,8
2768,8
2778,8
2792,8
2824,8
2840,8
2842,8
2848,8
2859,8
2901,8
2930,8
2932,8
2946,8
2951,8
2973,8
2982,8
2983,8
2985,8
2992,8
2996,8
3025,8
3039,8
3067,8
3087,8
3089,8
3102,8
3113,8
3141,8
3154,8
3162,8
3165,8
3187,8
3194,8
3197,8
3198,8
3199,8
3204,8
3214,8
3234,8
3243,8
3251,8
3259,8
3261,8
3269,8
3271,8
3273,8
3290,8
3294,8
3315,8
3329,8
3330,8
3339,8
3345,8
3346,8
3349,8
3371,8
3396,8
3399,8
3404,8
3413,8
3462,8
3475,8
3488,8
3506,8
3513,8
3526,8
3533,8
3534,8
3544,8
3558,8
3569,8
3578,8
3586,8
3593,8
3599,8
3607,8
3616,8
3632,8
3649,8
3651,8
3666,8
3676,8
3679,8
3681,8
3691,8
3700,8
3706,8
3734,8
3738,8
3742,8
3749,8
3752,8
3805,8
3816,8
3823,8
3844,8
3850,8
3862,8
3891,8
3896,8
3902,8
3910,8
3941,8
3953,8
3956,8
3957,8
3964,8
3968,8
3976,8
3989,8
3994,8
3997,8
4027,8
4028,8
4029,8
4031,8
4036,8
4046,8
4060,8
4061,8
4068,8
4085,8
4118,8
4137,8
4139,8
4154,8
4157,8
4159,8
4162,8
4181,8
4191,8
4198,8
4204,8
4251,8
4261,8
4266,8
4299,8
4301,8
4309,8
4310,8
4317,8
4318,8
4319,8
4321,8
4324,8
4332,8
4342,8
4361,8
4371,8
4380,8
4382,8
4391,8
4400,8
4401,8
4415,8
4417,8
4431,8
4435,8
4445,8
4453,8
4464,8
4467,8
4476,8
4482,8
4500,8
4513,8
4534,8
4539,8
4540,8
4553,8
4555,8
4556,8
4567,8
4569,8
4572,8
4590,8
4601,8
4626,8
4630,8
4645,8
4668,8
4685,8
4689,8
4711,8
4715,8
4732,8
4739,8
4740,8
4745,8
4749,8
4755,8
4761,8
4771,8
4772,8
4786,8
4793,8
4794,8
4796,8
4815,8
4823,8
4845,8
4871,8
4914,8
4925,8
4980,8
4991,8
5002,8
5038,8
5047,8
5051,8
5055,8
5060,8
5071,8
5074,8
5100,8
5119,8
5124,8
5138,8
5139,8
5143,8
5145,8
5148,8
5157,8
5171,8
5180,8
5182,8
5203,8
5207,8
5243,8
5269,8
5283,8
5312,8
5318,8
5345,8
5359,8
5374,8
5396,8
5408,8
5432,8
5439,8
5440,8
5443,8
5449,8
5455,8
5463,8
5466,8
5476,8
5486,8
5494,8
5498,8
5529,8
5530,8
5545,8
5560,8
5590,8
5609,8
5612,8
5648,8
5665,8
5692,8
5706,8
5710,8
5720,8
5724,8
5731,8
5748,8
5754,8
5755,8
5761,8
5768,8
5770,8
5788,8
5813,8
5821,8
5858,8
5896,8
5903,8
5926,8
5957,8
5979,8
5992,8
5998,8
6004,8
6014,8
6017,8
6020,8
6024,8
6041,8
6077,8
6085,8
6102,8
6120,8
6143,8
6146,8
6148,8
6180,8
6236,8
6246,8
6304,8
6310,8
6317,8
6335,8
6338,8
6342,8
6345,8
6364,8
6390,8
6396,8
6400,8
6410,8
6412,8
6415,8
6435,8
6438,8
6441,8
6442,8
6474,8
6479,8
6519,8
6521,8
6522,8
6553,8
6555,8
6579,8
6589,8
6594,8
6701,8
6711,8
6745,8
6773,8
6802,8
6803,8
6812,8
6814,8
6824,8
6836,8
6847,8
6851,8
6866,8
6893,8
6912,8
6929,8
6931,8
6937,8
6938,8
6942,8
6946,8
6975,8
6981,8
6983,8
6993,8
7004,8
7023,8
7026,8
7043,8
7059,8
7094,8
7110,8
7126,8
7139,8
7172,8
7175,8
7176,8
7194,8
7286,8
7288,8
7326,8
7341,8
7347,8
7381,8
7384,8
7392,8
7395,8
7414,8
7447,8
7450,8
7476,8
7489,8
7499,8
7502,8
7503,8
7528,8
7529,8
7530,8
7533,8
7539,8
7542,8
7545,8
7558,8
7571,8
7573,8
7585,8
7611,8
7612,8
7618,8
7625,8
7626,8
7627,8
7641,8
7652,8
7654,8
7657,8
7658,8
7660,8
7700,8
7720,8
7728,8
7735,8
7746,8
7766,8
7780,8
7784,8
7792,8
7800,8
7818,8
7821,8
7840,8
7844,8
7854,8
7860,8
7881,8
7894,8
7896,8
7900,8
7924,8
7934,8
7938,8
